"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","23671","[TC_0205424] Validate Logic When User Apply Promotion Head Then Cancel 1 Menu - Order Pages - Discount % Menu","chromium","2026-04-21","passed","2026-04-21","Promotion Inclusive Before Discount","","",""
"","11540","[TC_0205387] Validate logic POS when user edit Sales Mode within the Order Page after order menu","chromium","2026-04-21","passed","2026-04-21","Quick Service Edit Order","","",""
"","11169","[TC_0206045] Validate Logic when user can mix Other Voucher (Fixed) and Cash payment method","chromium","2026-04-21","failed","2026-04-21","Payment Mix POS","","",""
"","26850","[TC_0205433] Validate Logic When User Apply Promotion Head Then Cancel 1 Menu - Order Pages - Menu Discount Rp Menu Category Detail","chromium","2026-04-21","passed","2026-04-21","Promotion Inclusive Before Discount","","",""
"","25449","[TC_0205439] Validate Logic When User Apply Promotion Head Then Cancel 1 Menu - Order Pages - FREE ITEM MENU","chromium","2026-04-21","passed","2026-04-21","Promotion Inclusive Before Discount","","",""
"","0","[TC_0205238] Validate logic POS when user edit Sales Mode within the Order Page before order menu","chromium","2026-04-21","skipped","2026-04-21","Transaction Edit Order","","",""
"","8469","[TC_0205541] Validate Logic When User Apply Promotion Head Then Cancel 1 Menu - Order Pages - FREE ITEM MENU CATEGORY DETAIL","chromium","2026-04-21","passed","2026-04-21","Promotion Exclusive Before Discount","","",""
"","9808","[TC_0205530] Validate Logic When User Apply Promotion Head Then Cancel 1 Menu - Order Pages - Discount Limit % Menu","chromium","2026-04-21","passed","2026-04-21","Promotion Exclusive Before Discount","","",""
"","9676","[TC_0205585] Validate Logic When User Apply Promotion Head Then Cancel 1 Menu - Order Pages - Menu Discount Rp Menu","chromium","2026-04-21","passed","2026-04-21","Promotion Exclusive After Discount","","",""
"","29295","[TC_0205473] Validate Logic When User Apply Promotion - Apply All Qty - FREE ITEM MENU","chromium","2026-04-21","passed","2026-04-21","Promotion Inclusive After Discount","","",""
"","0","[TC_0205204] Validate Logic when User can Move Item to emptied table from Child Merge Table","chromium","2026-04-21","skipped","2026-04-21","Ordering Dine In Move Item","","",""
"","8076","[TC_0205297] Validate Logic When User Able To Delete Menu Biasa Special Price After Save","chromium","2026-04-21","passed","2026-04-21","Quick Service Add Order","","",""
"","38548","[TC_0206042] Validate Logic when user can use Other Voucher (Fixed) type Subtotal as a payment method","chromium","2026-04-21","failed","2026-04-21","Quick Service Move Item","","",""
"","8224","[TC_0205277] Validate Logic When User Able To Delete Menu Extra Sebelum Save Order","chromium","2026-04-21","passed","2026-04-21","Quick Service Add Order","","",""
"","0","[TC_0205008][Validate fungsi suggestion notes saat pertama kali membuka pop-up menu BIASA","chromium","2026-04-21","skipped","2026-04-21","Ordering Dine In Order Menu","","",""
"","6964","[TC_0205767] Validate Logic when User can select Single Date Report Date in Reporting sub-tab menu on Tools","chromium","2026-04-20","failed","2026-04-20","Tools","","",""
"","7018","[TC_0205755] Validate Logic when User can Sort Descending End Date All Promotions list in Promotion List sub-tab menu on Tools","chromium","2026-04-20","failed","2026-04-20","Tools","","",""
"","0","[TC_0205023] Validate logic when user able to edit qty Menu Extra after Save Order > Decrease Qty","chromium","2026-04-21","skipped","2026-04-21","Ordering Dine In Order Menu","","",""
"","1","[TC_0205179] Validate before User Fire all menu, user cannot Cancel Menu without Cancel Notes","chromium","2026-04-21","skipped","2026-04-21","Ordering Dine In Cancel Menu","","",""
"","104080","[TC_0205134] Validate Logic when User can Cancel Table after saving order","chromium","2026-04-21","broken","2026-04-21","Dine in Cancel Table","","",""
"","101375","[TC_0205705] Validate Logic when User can Deselect all Sales Mode for Quick Service in Application Setting sub-tab menu on Tools","chromium","2026-04-20","broken","2026-04-20","Tools","","",""
"","2428","[TC_0201003] Validate that the user successfully applies for a terminal ID with notes input containing only special characters","chromium","2026-04-20","passed","2026-04-20","Terminal ID Test","","",""
"","8582","[TC_0205542] Validate Logic When User Apply Promotion Head Then Cancel 1 Menu - Order Pages - FREE ITEM MENU","chromium","2026-04-21","passed","2026-04-21","Promotion Exclusive Before Discount","","",""
"","1","[TCAT_OMS_CQSBO_0026] Validate Logic When User Able To Edit Qty Menu Biasa Special Price","chromium","2026-04-21","skipped","2026-04-21","Quick Service Classic Add Order","","",""
"","10429","[TC_0205322] Validate Logic when user cannot Move Table from Quick Service to Dine-In filled table","chromium","2026-04-21","passed","2026-04-21","Quick Service Move Table","","",""
"","0","[TC_0205037] Validate Logic When User Able To Add Menu Paket Special Price","chromium","2026-04-21","skipped","2026-04-21","Ordering Dine In Order Menu","","",""
"","40660","[TC_0205482] Validate Logic When User Apply Promotion Head Then Cancel 1 Menu - Order Pages - Menu Discount Rp All Category","chromium","2026-04-21","passed","2026-04-21","Promotion Inclusive After Discount","","",""
"","0","[TC_0205205] Validate Logic when User can Move Item to filled table from Child Merge Table","chromium","2026-04-21","skipped","2026-04-21","Ordering Dine In Move Item","","",""
"","0","[TCAT_OMS_CQSBO_0043] Validate Logic When User Able To Delete Menu Open Price After Save","chromium","2026-04-21","skipped","2026-04-21","Quick Service Classic Add Order","","",""
"","1","[TCAT_OMS_CQSBO_0002] Validate Logic When User Able To Add Menu Paket","chromium","2026-04-21","skipped","2026-04-21","Quick Service Classic Add Order","","",""
"","1","[TC_0205228] Validate Logic when User can Fire menu after Save Order","chromium","2026-04-21","skipped","2026-04-21","Ordering Dine In Hold Menu","","",""
"","0","[TC_0205044] Validate Logic When User Able To Add Menu Open Price Special Price","chromium","2026-04-21","skipped","2026-04-21","Ordering Dine In Order Menu","","",""
"","1","[TCAT_OMS_CQSBO_0016] Validate Logic When User Able To Edit Qty Menu Biasa After Save Order > Decrease Qty","chromium","2026-04-21","skipped","2026-04-21","Quick Service Classic Add Order","","",""
"","33139","[TC_0205479] Validate Logic When User Apply Promotion Head Then Cancel 1 Menu - Order Pages - Discount Limit % Menu","chromium","2026-04-21","passed","2026-04-21","Promotion Inclusive After Discount","","",""
"","6831","[TC_0206063] Validate Logic When User Able To Payment With Non Sales Payment And Card Payment Card First Then Non Sales","chromium","2026-04-21","failed","2026-04-21","Payment Other Cost ","","",""
"","0","[TC_0205179] Validate Logic when User can Move Table after Hold the menu","chromium","2026-04-21","skipped","2026-04-21","Ordering Dine In Move Table","","",""
"","8655","[TC_0205531] Validate Logic When User Apply Promotion Head Then Cancel 1 Menu - Order Pages - Discount Limit % Menu Category","chromium","2026-04-21","passed","2026-04-21","Promotion Exclusive Before Discount","","",""
"","26602","[TC_0205398] Validate Logic When User Apply Promotion Head - Order Pages - Menu Discount Rp All Category","chromium","2026-04-21","passed","2026-04-21","Promotion Inclusive Before Discount","","",""
"","1","[TCAT_OMS_CQSTM_0010] Validate Logic when User cannot Cancel Order before Save Order without input Cancel Notes","chromium","2026-04-21","skipped","2026-04-21","Quick Service Classic Cancel Order","","",""
"","8045","[TC_0205266] Validate Logic When User Able To Add Menu Extra","chromium","2026-04-21","passed","2026-04-21","Quick Service Add Order","","",""
"","6733","[TC_0205776] Validate Logic when User can > 1 Filter in Branch Event List sub-tab menu on Tools","chromium","2026-04-20","failed","2026-04-20","Tools","","",""
"","0","[TCAT_OMS_CQSTM_0017] Validate logic POS when user edit Sales Mode within the order Page before order menu and the Sales Mode have default value","chromium","2026-04-21","skipped","2026-04-21","Quick Service Classic Edit Order","","",""
"","20888","[TC_0205142] Validate Logic when User can Cancel Table to Parent (Main) Split Bill","chromium","2026-04-21","passed","2026-04-21","Dine in Cancel Table","","",""
"","1","[TC_0205026] Validate logic when user able to add Menu Extra with notes before Save Order","chromium","2026-04-21","skipped","2026-04-21","Ordering Dine In Order Menu","","",""
"","6698","[TC_0205762] Validate Logic when User can Sort Ascending Status All Promotions list in Promotion List sub-tab menu on Tools","chromium","2026-04-20","failed","2026-04-20","Tools","","",""
"","8967","[TC_0205562] Validate Logic When User Apply Promotion Head - Payment Pages - Discount % Menu Category","chromium","2026-04-21","passed","2026-04-21","Promotion Exclusive After Discount","","",""
"","3336","[TC_0205697] Validate Logic when User cannot Input alphabeth Timer First Warning in Application Setting sub-tab menu on Tools","chromium","2026-04-20","passed","2026-04-20","Tools","","",""
"","17660","[TC_0206039] Validate Logic when user can cancel Other Voucher Payment","chromium","2026-04-21","failed","2026-04-21","Quick Service Move Item","","",""
"","23605","[TC_0206038] Validate Logic when user can input max 100 characters Voucher Notes","chromium","2026-04-21","failed","2026-04-21","Quick Service Move Item","","",""
"","9169","[TC_0205296] Validate Logic When User Able To Delete Menu Biasa Special Price Before Save","chromium","2026-04-21","passed","2026-04-21","Quick Service Add Order","","",""
"","11280","[TC_0206056] Validate Logic when user apply Cash first and Other Voucher (Custom) payment method, Other Voucher replaced total payment","chromium","2026-04-21","failed","2026-04-21","Payment Mix POS","","",""
"","9077","[TC_0205566] Validate Logic When User Apply Promotion Head - Payment Pages - Discount Limit % Menu Category Detail","chromium","2026-04-21","passed","2026-04-21","Promotion Exclusive After Discount","","",""
"","0","[TC_0205241] Validate logic POS when user edit Sales Mode within the order Page after order menu and the Sales Mode have default value","chromium","2026-04-21","skipped","2026-04-21","Transaction Edit Order","","",""
"","19763","[TC_0205392] Validate Logic When User Apply Promotion Head - Order Pages - Type: Discount % Menu","chromium","2026-04-21","passed","2026-04-21","Promotion Inclusive Before Discount","","",""
"","8058","[TC_0205368] Validate Logic when User cannot Move Item without ordered item from Quick Service to Dine-In table","chromium","2026-04-21","passed","2026-04-21","Quick Service Move Item","","",""
"","11784","[TC_0206014] Validate Logic when user can use Card (Debit BCA) as a payment method","chromium","2026-04-21","failed","2026-04-21","Payment Card POS","","",""
"","29456","[TC_0205445] Validate Logic When User Apply Promotion Head - Order Pages - Type: Discount % Menu Category","chromium","2026-04-21","passed","2026-04-21","Promotion Inclusive After Discount","","",""
"","9186","[TC_0205301] Validate Logic When User Able To Edit Qty Menu Paket Special Price","chromium","2026-04-21","passed","2026-04-21","Quick Service Add Order","","",""
"","6964","[TC_0205773] Validate Logic when User can input Valid Ref Number in Branch Event List sub-tab menu on Tools","chromium","2026-04-20","failed","2026-04-20","Tools","","",""
"","6993","[TC_0205743] Validate Logic when User can input Valid Search All Promotions in Promotion List sub-tab menu on Tools","chromium","2026-04-20","failed","2026-04-20","Tools","","",""
"","6901","[TC_0205737] Validate Logic when User can Sort Descending Type Today's Promotions list in Promotion List sub-tab menu on Tools","chromium","2026-04-20","failed","2026-04-20","Tools","","",""
"","0","[TC_0205156] Validate Logic when User can undo Merge Table from Parent Table","chromium","2026-04-21","skipped","2026-04-21","Dine in Merge Table","","",""
"","208943","[TC_0205544] Validate Logic When User Apply Promotion Head - Order Pages - BUY X GET FREE Y Category","chromium","2026-04-21","broken","2026-04-21","Promotion Exclusive Before Discount","","",""
"","8175","[TC_0205300] Validate Logic When User Able To Add Menu Paket Special Price","chromium","2026-04-21","passed","2026-04-21","Quick Service Add Order","","",""
"","6819","[TC_0205735] Validate Logic when User can Sort Descending Discount Today's Promotions list in Promotion List sub-tab menu on Tools","chromium","2026-04-20","failed","2026-04-20","Tools","","",""
"","27107","[TC_0205412] Validate Logic When User Apply Promotion Head - Payment Pages - Menu Discount Rp All Category","chromium","2026-04-21","passed","2026-04-21","Promotion Inclusive Before Discount","","",""
"","9116","[TC_0205282] Validate Logic When User Able To Edit Qty Menu Paket After Save Order > Increase Qty","chromium","2026-04-21","passed","2026-04-21","Quick Service Add Order","","",""
"","8205","[TC_0205306] Validate Logic When User Able To Add Menu Paket Special Price With Notes After Save","chromium","2026-04-21","passed","2026-04-21","Quick Service Add Order","","",""
"","0","[TC_0205185] Validate Logic when User can Move Item to the other filled table with the same Sales Mode","chromium","2026-04-21","skipped","2026-04-21","Ordering Dine In Move Item","","",""
"","0","[TC_0205186] Validate Logic when User can Move Item to the empty table with the same Sales Mode","chromium","2026-04-21","skipped","2026-04-21","Ordering Dine In Move Item","","",""
"","8833","[TC_0205498] Validate Logic When User Apply Promotion Head - Order Pages - Type: Discount % Menu Category Detail","chromium","2026-04-21","passed","2026-04-21","Promotion Exclusive Before Discount","","",""
"","7240","[TC_0202007] Validate Logic when User input 50 pin login","chromium","2026-04-20","passed","2026-04-20","Sign PIN","","",""
"","1","[TCAT_OMS_CQSBO_0045] Validate Logic When User Able To Add Menu Open Price With Notes After Save","chromium","2026-04-21","skipped","2026-04-21","Quick Service Classic Add Order","","",""
"","1","[TCAT_OMS_CQSBO_0029] Validate Logic When User Able To Delete Menu Biasa Special Price After Save","chromium","2026-04-21","skipped","2026-04-21","Quick Service Classic Add Order","","",""
"","21907","[TC_0205430] Validate Logic When User Apply Promotion Head Then Cancel 1 Menu - Order Pages - Menu Discount Rp All Category","chromium","2026-04-21","passed","2026-04-21","Promotion Inclusive Before Discount","","",""
"","1","[TCAT_OMS_CQSTM_0024] Validate user can click arrow up and down on menu list item <=4","chromium","2026-04-21","skipped","2026-04-21","Quick Service Classic Pagination Order","","",""
"","1","[TCAT_OMS_CQSBO_0021] Validate Logic When User Able To Add Menu Extra With Notes Before Save Order","chromium","2026-04-21","skipped","2026-04-21","Quick Service Classic Add Order","","",""
"","6838","[TC_0205726] Validate Logic when User can Select User only in Synchronize Data sub-tab menu on Tools","chromium","2026-04-20","failed","2026-04-20","Tools","","",""
"","8498","[TC_0205589] Validate Logic When User Apply Promotion Head Then Cancel Order - Order Pages - Open Bill Dicount %","chromium","2026-04-21","passed","2026-04-21","Promotion Exclusive After Discount","","",""
"","25663","[TC_0205342] Validate Logic when User can Move All an item with ≥ 1 Qty in Move Item to the other order from Quick Service to Quick Service","chromium","2026-04-21","passed","2026-04-21","Quick Service Move Item","","",""
"","1","[TCAT_OMS_CQSBO_0028] Validate Logic When User Able To Delete Menu Biasa Special Price Before Save","chromium","2026-04-21","skipped","2026-04-21","Quick Service Classic Add Order","","",""
"","0","[TCAT_OMS_CQSTM_0014] Validate Logic when User cannot Cancel Order while having no ordered items and not saving order first","chromium","2026-04-21","skipped","2026-04-21","Quick Service Classic Cancel Order","","",""
"","8766","[TC_0205537] Validate Logic When User Apply Promotion Head Then Cancel 1 Menu - Order Pages - Open Bill Dicount Rp","chromium","2026-04-21","passed","2026-04-21","Promotion Exclusive Before Discount","","",""
"","11865","[TCAT_OMS_CQSBO_0001] Validate Logic When User Able To Add Menu Biasa","chromium","2026-04-21","failed","2026-04-21","Quick Service Classic Add Order","","",""
"","0","[TC_0205167] Validate Logic when User cannot Merge Table with filled table after Hold All menu","chromium","2026-04-21","skipped","2026-04-21","Dine in Merge Table","","",""
"","16448","[TC_0205766] Validate Logic when User can select Date Range Report Date in Reporting sub-tab menu on Tools","chromium","2026-04-20","failed","2026-04-20","Tools","","",""
"","6814","[TC_0205729] Validate Logic when User can Sort Ascending Start Date Today's Promotions list in Promotion List sub-tab menu on Tools","chromium","2026-04-20","failed","2026-04-20","Tools","","",""
"","0","[TCAT_OMS_CQSBO_0005] Validate Logic When User Able To Edit Qty Menu Paket","chromium","2026-04-21","skipped","2026-04-21","Quick Service Classic Add Order","","",""
"","0","[TC_0205175] Validate Logic when User already Fire all menu, user cannot Cancel Menu without Cancel Notes","chromium","2026-04-21","skipped","2026-04-21","Ordering Dine In Cancel Menu","","",""
"","1","[TC_0205263] Validate Logic when User cannot Split Bill the Holded Menu","chromium","2026-04-21","skipped","2026-04-21","Ordering Dine In Split Bill","","",""
"","8660","[TC_0205551] Validate Logic When User Apply Promotion Head - Order Pages - Type: Discount Limit % Menu","chromium","2026-04-21","passed","2026-04-21","Promotion Exclusive After Discount","","",""
"","9749","[TC_0205375] Validate Logic when User cannot Move Item to filled table from Child Merge Table from Quick Service to Dine-In with different sales mode","chromium","2026-04-21","passed","2026-04-21","Quick Service Move Item","","",""
"","8686","[TC_0205561] Validate Logic When User Apply Promotion Head - Payment Pages - Discount % All Category","chromium","2026-04-21","passed","2026-04-21","Promotion Exclusive After Discount","","",""
"","27715","[TC_0206059] Validate Logic When User Able To Payment With Non Sales Payment When User Not Have Access to This Payment","chromium","2026-04-21","failed","2026-04-21","Payment Other Cost ","","",""
"","1","[TC_0205260] Validate Logic when User can Split Bill the Parent Merge Table","chromium","2026-04-21","skipped","2026-04-21","Ordering Dine In Split Bill","","",""
"","1","[TC_0205257] Validate Logic when User can edit Child (Splitted) Bill in Split Bill","chromium","2026-04-21","skipped","2026-04-21","Ordering Dine In Split Bill","","",""
"","10582","[TC_0206054] Validate Logic when user can mix Other Voucher and Compliment payment method","chromium","2026-04-21","failed","2026-04-21","Payment Mix POS","","",""
"","17316","[TC_0206041] Validate Logic when user cannot apply Other Voucher Payment while Voucher Code is empty","chromium","2026-04-21","failed","2026-04-21","Quick Service Move Item","","",""
"","8821","[TC_0205569] Validate Logic When User Apply Promotion Head - Payment Pages - Menu Discount Rp Menu Category Detail","chromium","2026-04-21","passed","2026-04-21","Promotion Exclusive After Discount","","",""
"","9600","[TC_0205573] Validate Logic When User Apply Promotion - Apply All Qty - FREE ITEM MENU CATEGORY","chromium","2026-04-21","passed","2026-04-21","Promotion Exclusive After Discount","","",""
"","0","[TC_0205229] Validate Logic when User can Fire all menu after Save Order","chromium","2026-04-21","skipped","2026-04-21","Ordering Dine In Hold Menu","","",""
"","0","[TCAT_OMS_CQSBO_0036] Validate Logic When User Able To Delete Menu Paket Special Price After Save","chromium","2026-04-21","skipped","2026-04-21","Quick Service Classic Add Order","","",""
"","0","[TC_0205016] Validate logic when user able to Delete Menu Paket after Save Order","chromium","2026-04-21","skipped","2026-04-21","Ordering Dine In Order Menu","","",""
"","1","[TC_0205202] Validate Quantity for Menu and Subtotal of Menu Exclusive Price","chromium","2026-04-21","skipped","2026-04-21","Ordering Dine In Order Menu","","",""
"","25772","[TC_0205452] Validate Logic When User Apply Promotion Head - Order Pages - Menu Discount Rp Menu Category","chromium","2026-04-21","passed","2026-04-21","Promotion Inclusive After Discount","","",""
"","8953","[TC_0205565] Validate Logic When User Apply Promotion Head - Payment Pages - Discount Limit % Menu Category","chromium","2026-04-21","passed","2026-04-21","Promotion Exclusive After Discount","","",""
"","8729","[TC_0205538] Validate Logic When User Apply Promotion Head Then Cancel Order - Order Pages - Open Bill Dicount %","chromium","2026-04-21","passed","2026-04-21","Promotion Exclusive Before Discount","","",""
"","2131","[TC_0201005] Validate that the user fails to apply for a terminal ID if notes are not inputted","chromium","2026-04-20","passed","2026-04-20","Terminal ID Test","","",""
"","0","[TC_0205034] Validate Logic When User Able To Delete Menu Biasa Special Price After Save","chromium","2026-04-21","skipped","2026-04-21","Ordering Dine In Order Menu","","",""
"","3105","[TC_0205698] Validate Logic when User cannot Input symbol Timer First Warning in Application Setting sub-tab menu on Tools","chromium","2026-04-20","passed","2026-04-20","Tools","","",""
"","103185","[TC_0206010] Validate Logic when user can sum the Cash amount by selecting several different amount","chromium","2026-04-21","broken","2026-04-21","Payment Cash POS","","",""
"","0","[TC_0205009] Validate logic ketika user mengisi notes dengan > 10 character MENU PAKET","chromium","2026-04-21","skipped","2026-04-21","Ordering Dine In Order Menu","","",""
"","9809","[TC_0205547] Validate Logic When User Apply Promotion Head - Order Pages - Type: Discount % Menu","chromium","2026-04-21","passed","2026-04-21","Promotion Exclusive After Discount","","",""
"","8201","[TC_0205315] Validate Logic When User Able To Edit Qty Menu Extra Special Price","chromium","2026-04-21","passed","2026-04-21","Quick Service Add Order","","",""
"","104741","[TC_0205132] Validate Logic when User can Cancel Table after Link Table","chromium","2026-04-21","broken","2026-04-21","Dine in Cancel Table","","",""
"","0","[TC_0205181] Validate Logic when User can Move Item to the other table","chromium","2026-04-21","skipped","2026-04-21","Ordering Dine In Move Table","","",""
"","2414","[TC_0201002] VValidate that the user successfully applies for a terminal ID with notes input containing only alphabetic character","chromium","2026-04-20","passed","2026-04-20","Terminal ID Test","","",""
"","9163","[TC_0205302] Validate Logic When User Able To Edit Qty Menu Paket Special Price After Save","chromium","2026-04-21","passed","2026-04-21","Quick Service Add Order","","",""
"","101846","[TC_0205715] Validate Logic when User can Deactivate On-Screen Keyboard in Application Setting sub-tab menu on Tools","chromium","2026-04-20","broken","2026-04-20","Tools","","",""
"","28097","[TC_0205449] Validate Logic When User Apply Promotion Head - Order Pages - Discount Limit % Menu Category Detail","chromium","2026-04-21","passed","2026-04-21","Promotion Inclusive After Discount","","",""
"","0","[TCAT_OMS_CQSTM_0011] Validate Logic when User cannot Cancel Order after Save Order without input Cancel Notes","chromium","2026-04-21","skipped","2026-04-21","Quick Service Classic Cancel Order","","",""
"","11590","[TC_0205388] Validate logic POS when user edit Sales Mode within the order Page before order menu and the Sales Mode have default value","chromium","2026-04-21","passed","2026-04-21","Quick Service Edit Order","","",""
"","8411","[TC_0205546] Validate Logic When User Apply Promotion Head - Order Pages - Type: Discount % All Category","chromium","2026-04-21","passed","2026-04-21","Promotion Exclusive After Discount","","",""
"","7525","Setup","chromium","2026-04-21","passed","2026-04-21","Quick Service Move Item","","",""
"","8816","[TC_0205593] Validate Logic When User Apply Promotion Head - Order Pages - BUY X GET FREE Y","chromium","2026-04-21","passed","2026-04-21","Promotion Exclusive After Discount","","",""
"","1","[TC_0205234] Validate Logic when User cannot Hold/Hold all and/or Fire/Fire all the menu while not having access","chromium","2026-04-21","skipped","2026-04-21","Ordering Dine In Hold Menu","","",""
"","0","[TC_0205245] Validate Logic when User can split > 2 Split Bill","chromium","2026-04-21","skipped","2026-04-21","Ordering Dine In Split Bill","","",""
"","33901","[TC_0205131] Validate Logic when User can Cancel the order in Link Table with Cancel Table to the main table","chromium","2026-04-21","passed","2026-04-21","Dine in Cancel Table","","",""
"","9348","[TC_0205299] Validate Logic When User Able To Add Menu Biasa Special Price With Notes After Save","chromium","2026-04-21","passed","2026-04-21","Quick Service Add Order","","",""
"","10487","[TC_0205348] Validate Logic when User cannot Move Item to the other filled order with different Sales Mode from Quick Service to Quick Service","chromium","2026-04-21","passed","2026-04-21","Quick Service Move Item","","",""
"","9388","[TC_0205314] Validate Logic When User Able To Add Menu Extra Special Price","chromium","2026-04-21","passed","2026-04-21","Quick Service Add Order","","",""
"","36450","[TC_0205480] Validate Logic When User Apply Promotion Head Then Cancel 1 Menu - Order Pages - Discount Limit % Menu Category","chromium","2026-04-21","passed","2026-04-21","Promotion Inclusive After Discount","","",""
"","9912","[TC_0205525] Validate Logic When User Apply Promotion Head Then Cancel 1 Menu - Order Pages - Discount Bill Rp","chromium","2026-04-21","passed","2026-04-21","Promotion Exclusive Before Discount","","",""
"","30328","[TC_0205457] Validate Logic When User Apply Promotion Head - Payment Pages - Discount % All Category","chromium","2026-04-21","passed","2026-04-21","Promotion Inclusive After Discount","","",""
"","3354","[TC_0205700] Validate Logic when User cannot Input alphabeth Timer Second Warning in Application Setting sub-tab menu on Tools","chromium","2026-04-20","passed","2026-04-20","Tools","","",""
"","6699","[TC_0205325] Validate logic when user can cancel Move Table action with button Cancel","chromium","2026-04-21","failed","2026-04-21","Quick Service Move Table","","",""
"","1","[TCAT_OMS_CQSBO_0034] Validate Logic When User Able To Edit Qty Menu Paket Special Price After Save","chromium","2026-04-21","skipped","2026-04-21","Quick Service Classic Add Order","","",""
"","0","[TC_0205200] Validate Logic when User can Move Item to emptied table from Parent Merge Table","chromium","2026-04-21","skipped","2026-04-21","Ordering Dine In Move Item","","",""
"","12486","[TC_0205347] Validate Logic when User cannot select current order in Move Item from Quick Service to Quick Service","chromium","2026-04-21","passed","2026-04-21","Quick Service Move Item","","",""
"","8878","[TC_0205528] Validate Logic When User Apply Promotion Head Then Cancel 1 Menu - Order Pages - Discount % Menu Category","chromium","2026-04-21","passed","2026-04-21","Promotion Exclusive Before Discount","","",""
"","1","[TCAT_OMS_CQSBO_0030] Validate Logic When User Able To Add Menu Biasa Special Price With Notes Before Save","chromium","2026-04-21","skipped","2026-04-21","Quick Service Classic Add Order","","",""
"","0","[TC_0205171] Validate Logic when User already Hold all menu, user can Cancel Menu","chromium","2026-04-21","skipped","2026-04-21","Ordering Dine In Cancel Menu","","",""
"","0","[TC_0205258] Validate Logic when User still can access the Split Bill table after finishing order Parent (Main) Bill payment first","chromium","2026-04-21","skipped","2026-04-21","Ordering Dine In Split Bill","","",""
"","36564","[TC_0205454] Validate Logic When User Apply Promotion Head - Order Pages - Open Bill Dicount Rp","chromium","2026-04-21","passed","2026-04-21","Promotion Inclusive After Discount","","",""
"","8366","[TC_0205280] Validate Logic When User Able To Delete Menu Extra Sesudah Save Order","chromium","2026-04-21","passed","2026-04-21","Quick Service Add Order","","",""
"","27508","[TC_0205419] Validate Logic When User Apply Promotion - Apply All Qty - FREE ITEM MENU CATEGORY","chromium","2026-04-21","passed","2026-04-21","Promotion Inclusive Before Discount","","",""
"","6707","[TC_0205759] Validate Logic when User can Sort Descending Discount Today's Promotions list in Promotion List sub-tab menu on Tools","chromium","2026-04-20","failed","2026-04-20","Tools","","",""
"","3458","[TC_0205693] Validate Logic when User cannot Test Print while not selecting any Stations in Toubleshoot sub-tab menu on Tools","chromium","2026-04-20","passed","2026-04-20","Tools","","",""
"","30877","[TC_0205444] Validate Logic When User Apply Promotion Head - Order Pages - Type: Discount % Menu","chromium","2026-04-21","passed","2026-04-21","Promotion Inclusive After Discount","","",""
"","32302","[TC_0205472] Validate Logic When User Apply Promotion - Apply All Qty - FREE ITEM MENU CATEGORY DETAIL","chromium","2026-04-21","passed","2026-04-21","Promotion Inclusive After Discount","","",""
"","0","[TCAT_OMS_CQSTM_0018] Validate logic POS when user edit Sales Mode within the order Page after order menu and the Sales Mode have default value","chromium","2026-04-21","skipped","2026-04-21","Quick Service Classic Edit Order","","",""
"","29147","[TC_0205405] Validate Logic When User Apply Promotion Head - Payment Pages - Discount % All Category","chromium","2026-04-21","passed","2026-04-21","Promotion Inclusive Before Discount","","",""
"","6644","[TC_0205768] Validate Logic when User can select Report Type","chromium","2026-04-20","failed","2026-04-20","Tools","","",""
"","18089","[TC_0201001] Validate that the user successfully applies for a terminal ID with notes input containing only numeric characters","chromium","2026-04-20","passed","2026-04-20","Terminal ID Test","","",""
"","33120","[TC_0205403] Validate Logic When User Apply Promotion Head - Order Pages - Open Bill Dicount %","chromium","2026-04-21","passed","2026-04-21","Promotion Inclusive Before Discount","","",""
"","3","[TC_0205191] Validate Logic when User can Increase an item with ≥ 1 Qty in Move Item to the other table","chromium","2026-04-21","skipped","2026-04-21","Ordering Dine In Move Item","","",""
"","37019","[TC_0206001] Validate Logic when user can use Cash as a payment method","chromium","2026-04-21","failed","2026-04-21","Payment Cash POS","","",""
"","0","[TC_0205175] Validate Logic when user cannot Move Table to the other filled table with the same Table Section","chromium","2026-04-21","skipped","2026-04-21","Ordering Dine In Move Table","","",""
"","0","[TCAT_OMS_CQSBO_0018] Validate Logic When User Able To Edit Qty Menu Extra After Save Order > Decrease Qty","chromium","2026-04-21","skipped","2026-04-21","Quick Service Classic Add Order","","",""
"","6798","[TC_0205771] Validate Logic when User can select Single Date in Branch Event List sub-tab menu on Tools","chromium","2026-04-20","failed","2026-04-20","Tools","","",""
"","34143","[TC_0206058] Validate Logic When User Able To Payment With Non Sales Payment","chromium","2026-04-21","failed","2026-04-21","Payment Other Cost ","","",""
"","7694","[TC_0205757] Validate Logic when User can Sort Descending Min. Subtotal All Promotions list in Promotion List sub-tab menu on Tools","chromium","2026-04-20","failed","2026-04-20","Tools","","",""
"","6577","[TC_0205785] Validate Logic when User can close Detail Branch Event in Branch Event List sub-tab menu on Tools","chromium","2026-04-20","failed","2026-04-20","Tools","","",""
"","9861","[TC_0205515] Validate Logic When User Apply Promotion Head - Payment Pages - Discount Limit % Menu Category Detail","chromium","2026-04-21","passed","2026-04-21","Promotion Exclusive Before Discount","","",""
