"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","29684","[TC_0206022] Validate Logic when user cannot directly proceed Card Payment while not having access","chromium","2026-04-21","failed","2026-04-21","Payment Card POS","","",""
"","104294","[TC_0205135] Validate Logic when User still can Cancel Table after Move Table","chromium","2026-04-21","broken","2026-04-21","Dine in Cancel Table","","",""
"","32972","[TC_0205484] Validate Logic When User Apply Promotion Head Then Cancel 1 Menu - Order Pages - Menu Discount Rp Menu Category","chromium","2026-04-21","passed","2026-04-21","Promotion Inclusive After Discount","","",""
"","0","[TC_0205160] Validate Logic when User cannot Merge Table with the Split Bill table","chromium","2026-04-21","skipped","2026-04-21","Dine in Merge Table","","",""
"","11440","[TC_0206048] Validate Logic when user can mix Card and Compliment payment method","chromium","2026-04-21","failed","2026-04-21","Payment Mix POS","","",""
"","0","[TCAT_OMS_CQSTM_0008] Validate Logic when User cannot Cancel Order before Save Order without select Cancel Notes","chromium","2026-04-21","skipped","2026-04-21","Quick Service Classic Cancel Order","","",""
"","0","[TC_0205230] Validate Logic when User cannot Hold menu after Save Order","chromium","2026-04-21","skipped","2026-04-21","Ordering Dine In Hold Menu","","",""
"","0","[TC_0205169] Validate Logic when User can Move Table to the other table","chromium","2026-04-21","skipped","2026-04-21","Ordering Dine In Move Table","","",""
"","22121","[TC_0205545] Validate Logic When User Apply Promotion Head - Order Pages - Discount Bill Rp","chromium","2026-04-21","failed","2026-04-21","Promotion Exclusive After Discount","","",""
"","9807","[TC_0205495] Validate Logic When User Apply Promotion Head - Order Pages - Type: Discount % All Category","chromium","2026-04-21","passed","2026-04-21","Promotion Exclusive Before Discount","","",""
"","22815","[TC_0206043] Validate Logic when user can mix Cash and Card payment method","chromium","2026-04-21","failed","2026-04-21","Payment Mix POS","","",""
"","0","[TC_0205045] Validate logic when user able to edit qty Menu Open Price Special Price","chromium","2026-04-21","skipped","2026-04-21","Ordering Dine In Order Menu","","",""
"","33358","[TC_0205477] Validate Logic When User Apply Promotion Head Then Cancel 1 Menu - Order Pages - Discount % Menu Category","chromium","2026-04-21","passed","2026-04-21","Promotion Inclusive After Discount","","",""
"","0","[TC_0205189] Validate Logic when User can Cancel Menu in new table after Move Item","chromium","2026-04-21","skipped","2026-04-21","Ordering Dine In Cancel Menu","","",""
"","29860","[TC_0205139] Validate Logic when User cannot Cancel Table after Save Order without input Cancel Notes","chromium","2026-04-21","passed","2026-04-21","Dine in Cancel Table","","",""
"","1","[TC_0205146] Validate Logic when User already Hold menu, user can Cancel Table","chromium","2026-04-21","skipped","2026-04-21","Dine in Cancel Table","","",""
"","1","[TCAT_OMS_CQSBO_0039] Validate Logic When User Able To Add Menu Open Price","chromium","2026-04-21","skipped","2026-04-21","Quick Service Classic Add Order","","",""
"","9875","[TC_0205564] Validate Logic When User Apply Promotion Head - Payment Pages - Discount Limit % Menu","chromium","2026-04-21","passed","2026-04-21","Promotion Exclusive After Discount","","",""
"","8065","[TC_0205287] Validate Logic When User Able To Add Menu Biasa With Notes Before Save Order","chromium","2026-04-21","passed","2026-04-21","Quick Service Add Order","","",""
"","0","[TC_0205013] Validate logic when user able to delete menu paket before Save Order","chromium","2026-04-21","skipped","2026-04-21","Ordering Dine In Order Menu","","",""
"","0","[TC_0205055] Validate logic when user able to delete Menu Extra Special Price after Save","chromium","2026-04-21","skipped","2026-04-21","Ordering Dine In Order Menu","","",""
"","7348","[TC_0205764] Validate Logic when User can navigate to the Next Page All Promotions list in Promotion List sub-tab menu on Tools","chromium","2026-04-20","failed","2026-04-20","Tools","","",""
"","0","[TC_0205242] Validate Logic when User can Add Bill in Split Bill","chromium","2026-04-21","skipped","2026-04-21","Ordering Dine In Split Bill","","",""
"","0","[TC_0205208] Validate Logic when User cannot Move Item to filled table after Hold the menu","chromium","2026-04-21","skipped","2026-04-21","Ordering Dine In Move Item","","",""
"","0","[TC_0205232] Validate Logic when User cannot Fire menu before user Hold and Save Order","chromium","2026-04-21","skipped","2026-04-21","Ordering Dine In Hold Menu","","",""
"","9465","[TC_0205309] Validate Logic When User Able To Edit Qty Menu Open Price After Save","chromium","2026-04-21","passed","2026-04-21","Quick Service Add Order","","",""
"","8794","[TC_0205550] Validate Logic When User Apply Promotion Head - Order Pages - Type: Discount % Menu Category Detail","chromium","2026-04-21","passed","2026-04-21","Promotion Exclusive After Discount","","",""
"","41587","[TC_0205390] Validate Logic When User Apply Promotion Head - Order Pages - Discount Bill Rp","chromium","2026-04-21","passed","2026-04-21","Promotion Inclusive Before Discount","","",""
"","10389","[TC_0206049] Validate Logic when user can mix Other Voucher and Card payment method","chromium","2026-04-21","failed","2026-04-21","Payment Mix POS","","",""
"","14686","[TC_0205345] Validate Logic when User can undo Move Item action with button Cancel on Quick Service","chromium","2026-04-21","passed","2026-04-21","Quick Service Move Item","","",""
"","3411","[TC_0202001] Validate Logic when User input valid/registered pin login validate start yes","chromium","2026-04-20","passed","2026-04-20","Sign PIN","","",""
"","0","[TC_0205254] Validate Logic when User can Split Bill > 1 ordered menu","chromium","2026-04-21","skipped","2026-04-21","Ordering Dine In Split Bill","","",""
"","23909","[TC_0205144] Validate Logic when User already Hold menu, user can Cancel Table","chromium","2026-04-21","passed","2026-04-21","Dine in Cancel Table","","",""
"","0","[TC_0205218] Validate Logic when User can Link Table with the Parent (Main) Split Bill table","chromium","2026-04-21","skipped","2026-04-21","Dine in Link Table","","",""
"","6857","[TC_0205753] Validate Logic when User can Sort Descending Start Date All Promotions list in Promotion List sub-tab menu on Tools","chromium","2026-04-20","failed","2026-04-20","Tools","","",""
"","10966","[TC_0205389] Validate logic POS when user edit Sales Mode within the order Page after order menu and the Sales Mode have default value","chromium","2026-04-21","passed","2026-04-21","Quick Service Edit Order","","",""
"","22039","[TC_0205431] Validate Logic When User Apply Promotion Head Then Cancel 1 Menu - Order Pages - Menu Discount Rp Menu","chromium","2026-04-21","passed","2026-04-21","Promotion Inclusive Before Discount","","",""
"","8508","[TC_0205366] Validate Logic when User cannot Move Item from Quick Service to the other filled table with different Sales Mode on Dine-In","chromium","2026-04-21","passed","2026-04-21","Quick Service Move Item","","",""
"","6819","[TC_0205721] Validate Logic when User can Select Member only in Synchronize Data sub-tab menu on Tools","chromium","2026-04-20","failed","2026-04-20","Tools","","",""
"","10974","[TC_0205557] Validate Logic When User Apply Promotion Head - Order Pages - Menu Discount Rp Menu Category Detail","chromium","2026-04-21","passed","2026-04-21","Promotion Exclusive After Discount","","",""
"","9749","[TC_0205539] Validate Logic When User Apply Promotion Head Then Cancel 1 Menu - Order Pages - FREE ITEM ALL CATEGORY","chromium","2026-04-21","passed","2026-04-21","Promotion Exclusive Before Discount","","",""
"","0","[TC_0205201] Validate Logic when User can Move Item to filled table from Parent Merge Table","chromium","2026-04-21","skipped","2026-04-21","Ordering Dine In Move Item","","",""
"","8879","[TC_0205577] Validate Logic When User Apply Promotion Head Then Cancel 1 Menu - Order Pages - Discount % All Category","chromium","2026-04-21","passed","2026-04-21","Promotion Exclusive After Discount","","",""
"","12740","[TC_0206009] Validate Logic when user can close Cash Payment windows with button Cancel","chromium","2026-04-21","failed","2026-04-21","Payment Cash POS","","",""
"","1","[TCAT_OMS_CQSBO_0006] Validate Logic When User Able To Edit Qty Menu Extra","chromium","2026-04-21","skipped","2026-04-21","Quick Service Classic Add Order","","",""
"","8769","[TC_0205518] Validate Logic When User Apply Promotion Head - Payment Pages - Menu Discount Rp Menu Category","chromium","2026-04-21","passed","2026-04-21","Promotion Exclusive Before Discount","","",""
"","0","[TC_0205012] Validate logic when user able to delete menu biasa before Save Order","chromium","2026-04-21","skipped","2026-04-21","Ordering Dine In Order Menu","","",""
"","6908","[TC_0205730] Validate Logic when User can Sort Ascending End Date Today's Promotions list in Promotion List sub-tab menu on Tools","chromium","2026-04-20","failed","2026-04-20","Tools","","",""
"","8291","[TC_0205288] Validate Logic When User Able To Add Menu Paket With Notes Before Save Order","chromium","2026-04-21","passed","2026-04-21","Quick Service Add Order","","",""
"","1","[TCAT_OMS_CQSBO_0008] Validate Logic When User Able To Delete Menu Paket before Save Order","chromium","2026-04-21","skipped","2026-04-21","Quick Service Classic Add Order","","",""
"","0","[TC_0205048] Validate Logic When User Able To Delete Menu Open Price Special Price After Save","chromium","2026-04-21","skipped","2026-04-21","Ordering Dine In Order Menu","","",""
"","8520","[TC_0205543] Validate Logic When User Apply Promotion Head - Order Pages - BUY X GET FREE Y","chromium","2026-04-21","passed","2026-04-21","Promotion Exclusive Before Discount","","",""
"","8904","[TC_0205579] Validate Logic When User Apply Promotion Head Then Cancel 1 Menu - Order Pages - Discount % Menu Category","chromium","2026-04-21","passed","2026-04-21","Promotion Exclusive After Discount","","",""
"","9005","[TC_0205307] Validate Logic When User Able To Add Menu Open Price","chromium","2026-04-21","passed","2026-04-21","Quick Service Add Order","","",""
"","3407","[TC_0202006] Validate Logic when User input 1 pin login","chromium","2026-04-20","passed","2026-04-20","Sign PIN","","",""
"","0","[TC_0205226] Validate Logic when User can Hold menu before Save Order","chromium","2026-04-21","skipped","2026-04-21","Ordering Dine In Hold Menu","","",""
"","32520","[TC_0205446] Validate Logic When User Apply Promotion Head - Order Pages - Type: Discount % Menu Category Detail","chromium","2026-04-21","passed","2026-04-21","Promotion Inclusive After Discount","","",""
"","1","[TCAT_OMS_CQSBO_0017] Validate Logic When User Able To Edit Qty Menu Paket After Save Order > Decrease Qty","chromium","2026-04-21","skipped","2026-04-21","Quick Service Classic Add Order","","",""
"","5270","[TC_0205708] Validate Logic when User can Activate Customer Display in Application Setting sub-tab menu on Tools","chromium","2026-04-20","passed","2026-04-20","Tools","","",""
"","0","[TC_0205219] Validate Logic when User can access payment on Link Table with Split Bill table from Link Table","chromium","2026-04-21","skipped","2026-04-21","Dine in Link Table","","",""
"","0","[TC_0205203] Validate Logic when User can Move Item to Child Merge Table","chromium","2026-04-21","skipped","2026-04-21","Ordering Dine In Move Item","","",""
"","22269","[TC_0205425] Validate Logic When User Apply Promotion Head Then Cancel 1 Menu - Order Pages - Discount % Menu Category","chromium","2026-04-21","passed","2026-04-21","Promotion Inclusive Before Discount","","",""
"","10285","[TC_0205576] Validate Logic When User Apply Promotion Head Then Cancel 1 Menu - Order Pages - Discount Bill Rp","chromium","2026-04-21","passed","2026-04-21","Promotion Exclusive After Discount","","",""
"","9602","[TC_0205509] Validate Logic When User Apply Promotion Head - Payment Pages - Discount % All Category","chromium","2026-04-21","passed","2026-04-21","Promotion Exclusive Before Discount","","",""
"","103741","[TC_0205141] Validate Logic when User can undo Cancel Table after Save Order with button Cancel","chromium","2026-04-21","broken","2026-04-21","Dine in Cancel Table","","",""
"","3421","[TC_0202002] Validate Logic when User input valid/registered pin login validate start no","chromium","2026-04-20","passed","2026-04-20","Sign PIN","","",""
"","0","[TC_0205252] Validate Logic when User can rename main Split Bill with special charaters only","chromium","2026-04-21","skipped","2026-04-21","Ordering Dine In Split Bill","","",""
"","0","[TC_0205233] Validate Logic when User cannot Fire all before user Hold and Save Order","chromium","2026-04-21","skipped","2026-04-21","Ordering Dine In Hold Menu","","",""
"","1","[TCAT_OMS_CQSBO_0023] Validate Logic When User Able To Edit Menu Paket With Notes After Save Order","chromium","2026-04-21","skipped","2026-04-21","Quick Service Classic Add Order","","",""
"","8519","[TC_0202008] Validate Logic when User input > 50 pin login","chromium","2026-04-20","passed","2026-04-20","Sign PIN","","",""
"","1","[TCAT_OMS_CQSBO_0012] Validate Logic When User Able To Delete Menu Extra after Save Order","chromium","2026-04-21","skipped","2026-04-21","Quick Service Classic Add Order","","",""
"","27468","[TC_0205417] Validate Logic When User Apply Promotion Head - Payment Pages - Open Bill Dicount %","chromium","2026-04-21","passed","2026-04-21","Promotion Inclusive Before Discount","","",""
"","21938","[TC_0205397] Validate Logic When User Apply Promotion Head - Order Pages - Discount Limit % Menu Category Detail","chromium","2026-04-21","passed","2026-04-21","Promotion Inclusive Before Discount","","",""
"","30763","[TC_0205494] Validate Logic When User Apply Promotion Head - Order Pages - Discount Bill Rp","chromium","2026-04-21","passed","2026-04-21","Promotion Exclusive Before Discount","","",""
"","8568","[TC_0205500] Validate Logic When User Apply Promotion Head - Order Pages - Discount Limit % Menu Category","chromium","2026-04-21","passed","2026-04-21","Promotion Exclusive Before Discount","","",""
"","0","[TC_0205182] Validate Logic when User can Move Item to the other table","chromium","2026-04-21","skipped","2026-04-21","Ordering Dine In Move Item","","",""
"","21856","[TC_0205429] Validate Logic When User Apply Promotion Head Then Cancel 1 Menu - Order Pages - Discount Limit % Menu Category Detail","chromium","2026-04-21","passed","2026-04-21","Promotion Inclusive Before Discount","","",""
"","0","[TC_0205162] Validate Logic when User cannot Merge Table with other Merged Table","chromium","2026-04-21","skipped","2026-04-21","Dine in Merge Table","","",""
"","9256","[TC_0205554] Validate Logic When User Apply Promotion Head - Order Pages - Menu Discount Rp All Category","chromium","2026-04-21","passed","2026-04-21","Promotion Exclusive After Discount","","",""
"","25245","[TC_0205438] Validate Logic When User Apply Promotion Head Then Cancel 1 Menu - Order Pages - FREE ITEM MENU CATEGORY DETAIL","chromium","2026-04-21","passed","2026-04-21","Promotion Inclusive Before Discount","","",""
"","6741","[TC_0205720] Validate Logic when User can Select Master Settings only in Synchronize Data sub-tab menu on Tools","chromium","2026-04-20","failed","2026-04-20","Tools","","",""
"","0","[TC_0205002] Validate logic when user able to add Menu Paket","chromium","2026-04-21","skipped","2026-04-21","Ordering Dine In Order Menu","","",""
"","28195","[TC_0205490] Validate Logic When User Apply Promotion Head Then Cancel 1 Menu - Order Pages - FREE ITEM MENU CATEGORY DETAIL","chromium","2026-04-21","passed","2026-04-21","Promotion Inclusive After Discount","","",""
"","8197","[TC_0205298] Validate Logic When User Able To Add Menu Biasa Special Price With Notes Before Save","chromium","2026-04-21","passed","2026-04-21","Quick Service Add Order","","",""
"","0","[TCAT_OMS_CQSBO_0024] Validate Logic When User Able To Edit Menu Extra With Notes After Save Order","chromium","2026-04-21","skipped","2026-04-21","Quick Service Classic Add Order","","",""
"","6901","[TC_0205749] Validate Logic when User can select Upcoming Status All Promotions in Promotion List sub-tab menu on Tools","chromium","2026-04-20","failed","2026-04-20","Tools","","",""
"","0","[TCAT_OMS_CQSTM_0019] Validate logic POS when user edit Sales Mode within the Order Page before order menu when popup new menu open","chromium","2026-04-21","skipped","2026-04-21","Quick Service Classic Edit Order","","",""
"","6627","[TC_0205775] Validate Logic when User can input Valid Event Subject in Branch Event List sub-tab menu on Tools","chromium","2026-04-20","failed","2026-04-20","Tools","","",""
"","204270","[TC_0205440] Validate Logic When User Apply Promotion Head - Order Pages - BUY X GET FREE Y","chromium","2026-04-21","broken","2026-04-21","Promotion Inclusive Before Discount","","",""
"","6756","[TC_0205777] Validate Logic when User can clear all Filter in Branch Event List sub-tab menu on Tools","chromium","2026-04-20","failed","2026-04-20","Tools","","",""
"","9825","[TC_0205553] Validate Logic When User Apply Promotion Head - Order Pages - Discount Limit % Menu Category Detail","chromium","2026-04-21","passed","2026-04-21","Promotion Exclusive After Discount","","",""
"","0","[TC_0205184] Validate Logic when User can Move Item to the other table with different Table Section","chromium","2026-04-21","skipped","2026-04-21","Ordering Dine In Move Item","","",""
"","8938","[TC_0205559] Validate Logic When User Apply Promotion Head - Order Pages - Open Bill Dicount %","chromium","2026-04-21","passed","2026-04-21","Promotion Exclusive After Discount","","",""
"","0","[TC_0205163] Validate Logic when User can Merge Table with both tables emptied","chromium","2026-04-21","skipped","2026-04-21","Dine in Merge Table","","",""
"","6728","[TC_0205789] Validate Logic when User can navigate to the First Page in Branch Event List sub-tab menu on Tools","chromium","2026-04-20","failed","2026-04-20","Tools","","",""
"","0","[TC_0205216] Validate Logic when User cannot Link Table while the other table doing Hold","chromium","2026-04-21","skipped","2026-04-21","Dine in Link Table","","",""
"","0","[TC_0205181] Validate Logic when User can Cancel Menu after Save Order","chromium","2026-04-21","skipped","2026-04-21","Ordering Dine In Cancel Menu","","",""
"","27616","[TC_0205409] Validate Logic When User Apply Promotion Head - Payment Pages - Discount Limit % Menu","chromium","2026-04-21","passed","2026-04-21","Promotion Inclusive Before Discount","","",""
"","31164","[TC_0205448] Validate Logic When User Apply Promotion Head - Order Pages - Discount Limit % Menu Category","chromium","2026-04-21","passed","2026-04-21","Promotion Inclusive After Discount","","",""
"","104693","[TC_0206031] Validate Logic when user cannot input > 100 characters Compliment Notes","chromium","2026-04-21","broken","2026-04-21","Payment Compliment POS","","",""
"","0","[TC_0205225] Validate Logic when User cannot Link Table after Hold the menu","chromium","2026-04-21","skipped","2026-04-21","Dine in Link Table","","",""
"","8718","[TC_0205522] Validate Logic When User Apply Promotion - Apply All Qty - FREE ITEM ALL CATEGORY","chromium","2026-04-21","passed","2026-04-21","Promotion Exclusive Before Discount","","",""
"","0","[TCAT_OMS_CQSBO_0004] Validate Logic When User Able To Edit Qty Menu Biasa","chromium","2026-04-21","skipped","2026-04-21","Quick Service Classic Add Order","","",""
"","0","[TC_0205187] Validate Logic when User cannot Cancel Menu the main Split Bill without input Cancel Notes","chromium","2026-04-21","skipped","2026-04-21","Ordering Dine In Cancel Menu","","",""
"","22574","[TC_0205395] Validate Logic When User Apply Promotion Head - Order Pages - Type: Discount Limit % Menu","chromium","2026-04-21","passed","2026-04-21","Promotion Inclusive Before Discount","","",""
"","0","[TCAT_OMS_CQSBO_0014] Validate Logic When User Able To Edit Qty Menu Paket After Save Order > Increase Qty","chromium","2026-04-21","skipped","2026-04-21","Quick Service Classic Add Order","","",""
"","27636","[TC_0205410] Validate Logic When User Apply Promotion Head - Payment Pages - Discount Limit % Menu Category","chromium","2026-04-21","passed","2026-04-21","Promotion Inclusive Before Discount","","",""
"","4254","[TC_0205709] Validate Logic when User can Deactivate Customer Display in Application Setting sub-tab menu on Tools","chromium","2026-04-20","passed","2026-04-20","Tools","","",""
"","6603","[TC_0205353] Validate Logic when User cannot Move Item from Quick Service to Quick Service while having no ordered items and not saving order first","chromium","2026-04-21","passed","2026-04-21","Quick Service Move Item","","",""
"","8618","[TC_0205374] Validate Logic when User cannot Move Item to emptied order from Quick Service to Dine-In Child Merge Table with different sales mode","chromium","2026-04-21","passed","2026-04-21","Quick Service Move Item","","",""
"","12697","[TC_0206017] Validate Logic when user can input Card Amount in exceed outstanding","chromium","2026-04-21","failed","2026-04-21","Payment Card POS","","",""
"","26323","[TC_0205339] Validate Logic when User can Move Item to the filled order with a Menu selected from Quick Service to Quick Service","chromium","2026-04-21","passed","2026-04-21","Quick Service Move Item","","",""
"","9227","[TC_0205304] Validate Logic When User Able To Delete Menu Paket Special Price After Save","chromium","2026-04-21","passed","2026-04-21","Quick Service Add Order","","",""
"","104153","[TC_0206030] Validate Logic when user can input max 100 characters Compliment Notes","chromium","2026-04-21","broken","2026-04-21","Payment Compliment POS","","",""
"","10571","[TC_0206018] Validate Logic when user can input Card Amount in below outstanding","chromium","2026-04-21","failed","2026-04-21","Payment Card POS","","",""
"","103293","[TC_0206011] Validate Logic when user can sum the Cash amount by selecting several different amount","chromium","2026-04-21","broken","2026-04-21","Payment Cash POS","","",""
"","1","[TCAT_OMS_CQSBO_0037] Validate Logic When User Able To Add Menu Paket Special Price With Notes Before Save","chromium","2026-04-21","skipped","2026-04-21","Quick Service Classic Add Order","","",""
"","6934","[TC_0205791] Validate Logic when User can Expand Mobile Device Section in Installation Guide sub-tab menu on Tools","chromium","2026-04-20","failed","2026-04-20","Tools","","",""
"","103154","[TC_0206007] Validate Logic when user can select lower Cash amount than total","chromium","2026-04-21","broken","2026-04-21","Payment Cash POS","","",""
"","9400","[TC_0205284] Validate Logic When User Able To Edit Qty Menu Biasa After Save Order > Decrease Qty","chromium","2026-04-21","passed","2026-04-21","Quick Service Add Order","","",""
"","7000","[TC_0205741] Validate Logic when User can navigate to the Previous Page Today's Promotions list in Promotion List sub-tab menu on Tools","chromium","2026-04-20","failed","2026-04-20","Tools","","",""
"","32934","[TC_0205463] Validate Logic When User Apply Promotion Head - Payment Pages - Discount Limit % Menu Category Detail","chromium","2026-04-21","passed","2026-04-21","Promotion Inclusive After Discount","","",""
"","22364","[TC_0205396] Validate Logic When User Apply Promotion Head - Order Pages - Discount Limit % Menu Category","chromium","2026-04-21","passed","2026-04-21","Promotion Inclusive Before Discount","","",""
"","0","[TC_0205193] Validate Logic when User can Move All an item with ≥ 1 Qty in Move Item to the other table","chromium","2026-04-21","skipped","2026-04-21","Ordering Dine In Move Item","","",""
"","7110","[TC_0205758] Validate Logic when User can Sort Ascending Discount All Promotions list in Promotion List sub-tab menu on Tools","chromium","2026-04-20","failed","2026-04-20","Tools","","",""
"","6842","[TC_0205750] Validate Logic when User can select > 1 Status All Promotions in Promotion List sub-tab menu on Tools","chromium","2026-04-20","failed","2026-04-20","Tools","","",""
"","7818","[TC_0205786] Validate Logic when User can navigate to the Next Page in Branch Event List sub-tab menu on Tools","chromium","2026-04-20","failed","2026-04-20","Tools","","",""
"","104301","[TC_0206027] Validate Logic when user can apply Complimentary","chromium","2026-04-21","broken","2026-04-21","Payment Compliment POS","","",""
"","0","[TC_0205224] Validate Logic when User cannot Unlink the Link Table from Child/Linked Table","chromium","2026-04-21","skipped","2026-04-21","Dine in Link Table","","",""
"","1","[TCAT_OMS_CQSTM_0025] User can click arrow down and menu direct to hide menu","chromium","2026-04-21","skipped","2026-04-21","Quick Service Classic Pagination Order","","",""
"","39526","[TC_0205486] Validate Logic When User Apply Promotion Head Then Cancel 1 Menu - Order Pages - Open Bill Dicount Rp","chromium","2026-04-21","passed","2026-04-21","Promotion Inclusive After Discount","","",""
"","0","[TC_0205194] Validate Logic when User can undo the Move Item action with button Cancel","chromium","2026-04-21","skipped","2026-04-21","Ordering Dine In Move Item","","",""
"","31378","[TC_0205404] Validate Logic When User Apply Promotion Head - Payment Pages - Discount Bill Rp","chromium","2026-04-21","passed","2026-04-21","Promotion Inclusive Before Discount","","",""
"","8595","[TC_0205519] Validate Logic When User Apply Promotion Head - Payment Pages - Menu Discount Rp Menu Category Detail","chromium","2026-04-21","passed","2026-04-21","Promotion Exclusive Before Discount","","",""
"","9258","[TC_0205567] Validate Logic When User Apply Promotion Head - Payment Pages - Menu Discount Rp All Category","chromium","2026-04-21","passed","2026-04-21","Promotion Exclusive After Discount","","",""
"","6730","[TC_0205782] Validate Logic when User can sort Ascending Created By in Branch Event List sub-tab menu on Tools","chromium","2026-04-20","failed","2026-04-20","Tools","","",""
"","9069","[TC_0205273] Validate Logic When User Able To Edit Qty Menu Paket","chromium","2026-04-21","passed","2026-04-21","Quick Service Add Order","","",""
"","19754","[TC_0205341] Validate Logic when User can Decrease an item with ≥ 1 Qty selected in Move Item to the other order from Quick Service to Quick Service","chromium","2026-04-21","passed","2026-04-21","Quick Service Move Item","","",""
"","17339","[TC_0206036] Validate Logic when user can input Voucher Code","chromium","2026-04-21","failed","2026-04-21","Quick Service Move Item","","",""
"","0","[TC_0205148] Validate Logic when User can Merge Table with same Sales Mode","chromium","2026-04-21","skipped","2026-04-21","Dine in Merge Table","","",""
"","0","[TC_0205176] Validate Logic when User can Cancel Menu before Fire menu","chromium","2026-04-21","skipped","2026-04-21","Ordering Dine In Cancel Menu","","",""
"","9271","[TC_0205278] Validate Logic When User Able To Delete Menu Biasa Sesudah Save Order","chromium","2026-04-21","passed","2026-04-21","Quick Service Add Order","","",""
"","0","[TC_0205150] Validate Logic when User can Merge Table with empty table and filled table","chromium","2026-04-21","skipped","2026-04-21","Dine in Merge Table","","",""
"","4276","[TC_0205692] Validate Logic when User can Test Print Checker only in Troubleshoot sub-tab menu on Tools","chromium","2026-04-20","passed","2026-04-20","Tools","","",""
"","36014","[TC_0205468] Validate Logic When User Apply Promotion Head - Payment Pages - Open Bill Dicount Rp","chromium","2026-04-21","passed","2026-04-21","Promotion Inclusive After Discount","","",""
"","6864","[TC_0205724] Validate Logic when User can Select Sales only in Synchronize Data sub-tab menu on Tools","chromium","2026-04-20","failed","2026-04-20","Tools","","",""
"","6773","[TC_0205728] Validate Logic when User can Sort Ascending Start Date Today's Promotions list in Promotion List sub-tab menu on Tools","chromium","2026-04-20","failed","2026-04-20","Tools","","",""
"","10484","[TC_0206047] Validate Logic when user can mix Other Voucher (Fixed) and Other Voucher (Custom) payment method","chromium","2026-04-21","failed","2026-04-21","Payment Mix POS","","",""
"","104267","[TC_0206033] Validate Logic when user cannot directly proceed Complimentary while not having access","chromium","2026-04-21","broken","2026-04-21","Payment Compliment POS","","",""
"","0","[TC_0205173] Validate Logic when User cannot Move Table to own child merged table","chromium","2026-04-21","skipped","2026-04-21","Ordering Dine In Move Table","","",""
"","9198","[TC_0205271] Validate logic button Apply Promo ketika user berhasil melakukan Apply Promo","chromium","2026-04-21","passed","2026-04-21","Quick Service Add Order","","",""
"","8116","[TC_0205283] Validate Logic When User Able To Edit Qty Menu Extra After Save Order > Increase Qty","chromium","2026-04-21","passed","2026-04-21","Quick Service Add Order","","",""
"","0","[TC_0205262] Validate Logic when User can Split Bill table without any ordered menu","chromium","2026-04-21","skipped","2026-04-21","Ordering Dine In Split Bill","","",""
"","34601","[TC_0205461] Validate Logic When User Apply Promotion Head - Payment Pages - Discount Limit % Menu","chromium","2026-04-21","passed","2026-04-21","Promotion Inclusive After Discount","","",""
"","3491","[TC_0205701] Validate Logic when User cannot Input symbol Timer Second Warning in Application Setting sub-tab menu on Tools","chromium","2026-04-20","passed","2026-04-20","Tools","","",""
"","0","[TC_0205177] Validate Logic when User can Cancel Menu before Fire All menu","chromium","2026-04-21","skipped","2026-04-21","Ordering Dine In Cancel Menu","","",""
"","8642","[TC_0205570] Validate Logic When User Apply Promotion Head - Payment Pages - Open Bill Dicount Rp","chromium","2026-04-21","passed","2026-04-21","Promotion Exclusive After Discount","","",""
"","8795","[TC_0205571] Validate Logic When User Apply Promotion Head - Payment Pages - Open Bill Dicount %","chromium","2026-04-21","passed","2026-04-21","Promotion Exclusive After Discount","","",""
"","25925","[TC_0205330] Validate Logic when User can Move Item to the other filled order with the same Sales Mode from Quick Service to Quick Service","chromium","2026-04-21","passed","2026-04-21","Quick Service Move Item","","",""
"","6869","[TC_0205745] Validate Logic when User can select Valid Date All Promotions in Promotion List sub-tab menu on Tools","chromium","2026-04-20","failed","2026-04-20","Tools","","",""
"","9683","[TC_0205496] Validate Logic When User Apply Promotion Head - Order Pages - Type: Discount % Menu","chromium","2026-04-21","passed","2026-04-21","Promotion Exclusive Before Discount","","",""
"","29205","[TC_0205451] Validate Logic When User Apply Promotion Head - Order Pages - Menu Discount Rp Menu","chromium","2026-04-21","passed","2026-04-21","Promotion Inclusive After Discount","","",""
"","0","[TC_0205196] Validate Logic when User cannot Move Item to the other filled table with different Sales Mode in different Table Section","chromium","2026-04-21","skipped","2026-04-21","Ordering Dine In Move Item","","",""
"","27977","[TC_0205458] Validate Logic When User Apply Promotion Head - Payment Pages - Discount % Menu","chromium","2026-04-21","passed","2026-04-21","Promotion Inclusive After Discount","","",""
"","0","[TCAT_OMS_CQSTM_0021] Validate logic POS when user edit Sales Mode within the order Page before order menu and the Sales Mode have default value when popup new menu open","chromium","2026-04-21","skipped","2026-04-21","Quick Service Classic Edit Order","","",""
"","8056","[TC_0205308] Validate Logic When User Able To Edit Qty Menu Open Price","chromium","2026-04-21","passed","2026-04-21","Quick Service Add Order","","",""
"","0","[TC_0205017] Validate Logic When User Able To Delete Menu Extra Sesudah Save Order","chromium","2026-04-21","skipped","2026-04-21","Ordering Dine In Order Menu","","",""
"","23936","[TC_0206037] Validate Logic when user can input > 0 characters Voucher Notes","chromium","2026-04-21","failed","2026-04-21","Quick Service Move Item","","",""
